10050	11974
10095	10249
10110	22819
10134	30247
10145	10880
10170	30247
10242	10456
10246	21873
10246	30066
10246	49815
10249	14508
10249	30438
10276	20778
10322	10646
10322	14723
10362	14503
10371	22819
10413	16162
10442	10646
10458	45199
10459	30438
10518	10549
10549	10617
10549	17115
10574	16610
10577	10835
10577	21998
10577	33254
10577	58799
10614	11518
10614	11962
10614	15853
10617	10966
10638	10711
10638	12424
10646	14723
10646	48464
10661	12251
10665	16249
10699	11007
10699	15336
10699	37044
10749	13975
10749	23383
10835	21998
10880	13778
10880	23708
10884	13894
10884	17761
10884	54382
10966	17115
11081	26159
11412	13735
11518	18039
11522	20336
11522	55385
11611	15546
11611	59604
11962	18039
12213	44047
12213	60484
12262	45762
12262	59823
12486	14386
12486	29257
12486	45778
12486	59794
13294	18030
13294	40473
13472	13535
13680	13831
13680	59203
13707	13735
13778	23708
13827	43753
13831	13887
13887	59203
13894	21873
14092	14142
14092	15690
14092	60147
14386	18030
14386	35301
14394	38992
14394	52105
14699	21626
14949	42313
14949	59269
15221	55562
15310	25395
15546	15562
15546	57715
15853	18039
15866	39518
16149	16249
16655	23129
16850	55385
16870	29598
17816	24404
18030	29257
18030	53752
18117	38953
18117	39853
18117	40162
18237	54982
18244	55644
19183	20724
19183	27912
19685	25898
19685	60503
20162	20336
20162	48464
20283	44017
20336	48464
20336	55385
20563	22209
20563	25395
20710	57303
20778	20815
20778	27784
20815	55032
21145	30066
22151	43190
22209	42214
22819	26262
23112	60268
23129	31667
23129	59726
23367	44047
23367	60484
23882	36893
24001	30438
25082	27545
25395	42214
27768	27784
27768	34129
27784	55644
28875	38953
28875	39853
28875	40162
28991	54707
29257	35301
30066	58648
30438	30448
30438	51211
30438	58975
30552	33904
31254	33904
31622	31640
31721	56804
32196	59218
32749	60615
32777	59675
32999	44276
35301	45778
38831	51764
38992	47634
38992	48195
38992	60198
39404	51056
39853	43527
39853	49122
40000	45762
43527	58282
44869	48792
44869	52083
45778	50493
46888	58473
47315	57518
47634	52105
48195	52105
49815	53113
49815	58651
51447	52495
51447	60520
51619	57423
51634	57423
51979	53064
51979	60378
52456	57423
52751	60596
52939	57423
53112	53113
53112	58651
53113	53394
53234	59558
53394	58651
54382	57840
55032	59653
55427	55565
55644	59911
55644	60154
58473	59233
59933	60242
10102	10246
10110	32003
10134	55763
10134	58736
10170	55763
10177	16870
10177	40957
10231	13894
10234	54382
10242	26159
10246	13894
10246	21145
10246	54382
10248	11936
10249	30448
10249	51211
10276	20815
10276	21772
10286	30066
10286	45762
10297	10501
10322	29598
10322	51447
10362	14699
10362	21626
10371	32003
10413	19685
10413	25898
10458	10664
10458	10811
10459	11611
10459	45199
10549	10966
10574	51447
10577	10638
10617	11240
10638	10835
10638	19538
10638	21998
10646	29598
10661	10665
10661	16149
10665	12251
10711	12424
10884	41195
11240	17115
11278	58444
11404	13894
11404	22828
11404	60337
11518	11962
11518	13975
11518	15853
11522	23112
11611	15562
11611	45199
11936	14598
11936	15789
11936	15876
11936	24675
11954	18030
11954	35301
11954	50493
11962	15853
12213	57587
12251	16149
13134	18017
13472	13680
13472	13887
13535	13680
13535	13887
13831	59203
13894	17761
13894	21346
13894	22828
13894	54382
13975	15853
13975	16870
13975	23383
14386	29257
14386	45778
14430	55097
14723	29598
14991	23882
14991	36893
15310	20563
15310	42214
15866	30438
16610	51447
16655	20778
16655	27768
16655	55644
16870	40957
17816	21873
18017	30438
18017	51423
18244	27784
18276	36893
20162	23112
20336	23112
20563	42214
20710	58816
20724	32999
20724	44276
20778	30266
20778	31667
20945	21816
20945	43860
21346	54382
21772	31591
21873	22151
21873	27545
21873	41195
21873	53147
22530	37382
22712	60423
23112	55385
23129	48330
23129	55032
23129	55644
23367	57587
23383	29257
23383	57673
23465	32196
24404	30066
25082	26616
25082	30438
25395	38837
26159	59961
26198	35301
26262	32003
26678	59199
27545	30438
27768	54596
27912	32999
27912	44276
28392	39404
28543	59632
29257	45778
29257	57673
30066	39404
30438	50030
31591	38131
31721	55416
33317	53064
33317	59040
36388	45199
36893	41721
36893	57645
38831	51348
38831	59907
38953	40162
38992	52105
39853	40162
39853	58282
39853	60337
41195	59976
42214	47305
42214	55798
42313	59269
42806	53064
42806	57303
43527	44222
43527	59834
44047	60484
44255	48792
44255	52083
44276	58473
44758	45034
44758	55021
45034	55021
45199	59461
46888	59233
47625	58595
47625	58601
49815	49850
49850	53112
49850	53394
51056	60147
51211	51979
51619	51634
51619	52456
51619	52939
51634	52456
51634	52939
52751	57423
52751	59724
52831	58039
53113	54382
53113	58651
55416	56804
55625	57840
57303	59933
57303	60338
57715	60649
57994	60145
58135	58918
58135	60253
58918	60253
59003	59040
59995	60112
60137	60147
10102	17816
10102	24404
10110	10371
10110	26262
10134	10170
10145	11029
10177	15221
10177	55385
10231	41195
10246	17816
10246	24404
10246	38831
10248	14598
10248	15789
10248	15876
10248	24675
10249	13082
10249	25082
10249	27545
10276	30266
10286	12262
10286	21145
10286	40000
10297	10442
10342	10574
10342	57929
10371	26262
10442	10501
10456	23465
10456	26159
10484	58561
10549	11240
10574	30448
10577	10711
10577	12424
10614	18039
10617	17115
10646	11518
10646	40957
10661	16249
10664	45199
10665	16149
10835	12424
10880	11029
10880	11404
10880	13894
10884	14508
10966	11240
11007	15336
11007	37044
11404	13778
11404	23708
11404	41195
11412	13707
11501	13975
11501	23383
11573	47326
11926	23882
11954	14386
12213	23367
12251	16249
12424	19685
12424	21998
12486	18030
12486	35301
13055	21772
13205	52831
13205	58039
13245	58920
13472	13831
13535	13831
13535	59203
13680	13887
13778	13894
13778	22828
13894	17816
13894	23708
13894	41195
13894	53147
13975	20162
13975	60512
14092	60137
14386	26198
14386	58784
14394	47634
14394	48195
14394	60198
14503	14699
14503	21626
14508	21873
14508	26616
14598	15789
14598	15876
14598	24675
14991	18276
14991	41721
14991	57645
14991	60147
15221	16870
15221	40957
15336	37044
15546	59604
15789	24675
15853	48464
15866	51211
15876	24675
16162	19685
16162	25898
16655	18244
16655	20815
16655	27784
16870	20162
16870	20336
16870	55385
17510	32710
18017	21772
18017	23383
18017	30448
18030	35301
18117	28875
18117	43527
18237	39855
18244	23129
18276	41721
18276	57645
19183	32999
19183	44276
20336	60268
20563	38837
20724	27912
20778	55032
20815	30266
20815	31667
21145	24404
21145	39404
21346	41195
21816	43860
22151	39196
22209	25395
22819	32003
22828	23708
22828	41195
23129	27784
23129	59653
23465	59218
23882	59953
24404	42313
24675	47625
25082	30448
26678	26686
27545	30448
27784	45959
28562	55126
28875	43527
30247	55763
30247	57929
30247	58736
30448	31502
30448	50030
30552	31254
31591	47315
31591	57518
31622	31663
31640	31663
34129	54596
35857	60290
36388	55220
38131	47315
38131	57518
39853	44222
39853	59834
40957	48464
41195	54382
41721	57645
41900	59755
43527	49122
44047	57587
44222	58282
44255	44869
44276	46888
44276	59233
45199	55220
47038	55097
47634	48195
47634	60198
48195	60198
48524	57994
48792	52083
49815	53112
49815	53394
49850	53113
51447	53064
51447	57303
51447	58245
51619	52751
51634	52751
51979	57929
52456	52751
52751	52939
53064	57303
53112	53394
53112	58413
54382	55625
55032	55644
55385	60268
55518	57975
56759	59680
56759	59809
57449	57715
57587	60484
58135	59933
58135	60242
58918	60242
59653	59726
59933	60253
60242	60253
